addr,totalAmount
0x6893d441C432e78774a4241994FD9A09d2399298,1151321000000000000000000
0x0e5FB95C84f02D044477261951A253Dc36501e8F,1135287000000000000000000
0x737005f1f67e283EfDd68ce3c9802343C1104084,1120993000000000000000000
0x1B176aEc0d285e068E8CEa30549bF4E168216C0A,1115497000000000000000000
0x82B282eD1F06468D9e9b2b82EdDb7510b3679EC4,277879000000000000000000
0x339fffB75695e8B2096806C7863067944A10E6Bc,1108810000000000000000000
0xEe6abf77693f1d41Bdcb92bf32cB5154069Df732,1099072000000000000000000
0xA561Fa7442022D9883f397C1447BE784D2937A97,1071015000000000000000000
0x3cE2d149334833D9Cf9Cb0Dad4014B72F45956aD,1068226000000000000000000
0xe418423216e465633C15f3027c81336cCea89905,1042592000000000000000000
0xA39Ca89c9a37BC2C8353AFD298464b7A53f0fa24,1038348000000000000000000
0x7bF58b368472DDcC31b506627bb9b1b0DBA33D9A,1032564000000000000000000
0x1da306115378962845f17E8bf412c4d2a3bD951A,257473000000000000000000
0xEC36697c3C8C8E385b37e17Df40dBCbE2dbd9ffC,1524402000000000000000000
0x62e615B30C7E6f6d43a2D17900B90cfE74D509d3,1015303000000000000000000
0x0f35D8Eec8710519c3Ba7e9ed507aAfa57d486C7,1015043000000000000000000
0x869Ca21beBdBfE8b257E3fCC7f83C8b62890b5AA,997772000000000000000000
0x3FF82d553c453f8ffC1e6544d0308b18AD8F6dcA,247810000000000000000000
0x17AE5a653eBA952cd30d6965210b72548E0da754,986610000000000000000000
0xa2A39De4bC68f045d584118cd30dB2044C2Eb939,930481000000000000000000
0x16De50040fDb79D88FeB9FB17315C26B79b9Db1C,926339000000000000000000
0xe004bEeC39cD0199cd3F7D29eCeB9F657c061879,228694000000000000000000
0x607fe8Ce38097A3e71acBE1FD814bbb0D65C46c3,904266000000000000000000
0x4F972Ee3FcD13728A114Afd6aebf22eE100a3b6D,877061000000000000000000
0xb20eef9a864A350F0342Fb1d6b81E3bFb490652E,876107000000000000000000
0x319bF7Cd09281A59F9575F8a82e5AFC9af493744,863710000000000000000000
0xd5AeEe4a9B95f5714Bf3376ed5673e542B691153,847929000000000000000000
0xabB2445037b4dc9012d7b8c9B5020a4b2145b7E4,844986000000000000000000
0x280d52b79D714800A1295e27638a2F9E7eb02b01,419327000000000000000000
0xfde15cFc2Ad160bAde5e34Ffe753F916B0127283,836002000000000000000000
0xBf350b3F8dF597aabB86FF8431bB6D8d5b020AAe,815885000000000000000000
0x4B43a1131B49943178F48414bE314524990E1971,1216832000000000000000000
0x90Cae79ea5f0a51e52f6940d4Db7a27908eA0840,801547000000000000000000
0x9A7B356690a37Ca6DE0a9BA9539DCe84D5984513,79788000000000000000000
0x435eABB2aAa70aD9d59937b40D49554e8e97f3Cb,79783000000000000000000
0x86Ffd111B7E2f47b5603d4bFBB4567D3206aBedA,789840000000000000000000
0xD5041dB24D386dB0d67D158560830F490AE51B1e,383742000000000000000000
0x4AbB60ae61612774D97D2b0d9E900C02Ef3c1fcb,763049000000000000000000
0x3506e5f79754e8aAd83152b8E6189b6c5508AAD4,1136361000000000000000000
0x342fD6aCcA1DE5FdEf53740cE1E0062B8112FA03,1130876000000000000000000
0x8a4AC164d7B01E39d54692195Ef228b8dd592f2B,749543000000000000000000
0x3de7bF799df670855235445874007b555FD590E2,747445000000000000000000
0xCF9D8f4397F582848b53Cf2358aec9a1437300BE,747144000000000000000000
0x762bA330ADb9d4Ca8b3e08838fA7B29b67fFc42C,747137000000000000000000
0x22472886e068d5aaB64F7D9EE3b5f48ffA126E95,746002000000000000000000
0x15F52a8dbD385E0ad181418833Da4Aa22966B06a,745134000000000000000000
0x6B479fD6A317eEE372eD964A89c74858Af6c964a,371538000000000000000000
0x6Ca759a69cDaf2F78C49Bd50324Fa09480C28fd7,729943000000000000000000
0xB1ed49610EE7DA78C855D51f3F73F69a9309F9d8,72799000000000000000000
0x95b29b00DA98ed0BC647c8230041487531A6089f,181346000000000000000000
0x0B7b941dc34251418d87fF4ddc1D7373d4B64dB7,723920000000000000000000
0xA72B0C29DdbD1A51344B8B5B87E64bBa561Edc2c,721312000000000000000000
0xC479e097EB5C1A2E8ed882A106B9bB82270458f5,539992000000000000000000
0x59a851891E2F0a1eA91351b042DD75b10aF095D0,715929000000000000000000
0x00C0c043A8181e198C9DE636051507fa606D573F,176608000000000000000000
0x6A34A63c3E0c20F5A4293119F65192DB4bAE9D5b,1058571000000000000000000
0x9b891628557997a981f48b70941aF018a39B6edF,703721000000000000000000
0x0AB9cCdE9dE5c9F18eC23d9566F6C31c68a0db4f,703592000000000000000000
0x1790c963b9EC1F078780FF06b9aCbc6e49560602,173751000000000000000000
0x90a899b9b245031627aD533f081DB79dd4B3b0E0,685063000000000000000000
0xDc5E434060A29EE085037a8370c608a0453D4Ee0,341604000000000000000000
0xbD761aA08b567fF10505E577cE150d0DE6d71B63,681241000000000000000000
0xC4a198A79a5ad4fce374904d503b5fA32D6edd8d,673389000000000000000000
0x096A1Adf576Ac8f081053adD6204364f4Fd2Ae9B,167799000000000000000000
0xB443f6c7425bc6eF68B3333e067396CF025852C6,669840000000000000000000
0xC808709DE488650f861b141068Fc518a0d69B738,667347000000000000000000
0xC00fC8Aa5cd37A934E4e132477216660CFf4DC76,166788000000000000000000
0xCEa47BdedD02423e4BBF466703b2EF4Ed77856Cd,656801000000000000000000
0x024AEE37F4BB174f1C97cC87B8c41c9ebc9dc601,646795000000000000000000
0x978bc9518fB6674dc4c5Ac2A0A8A9e2a5cB31776,646679000000000000000000
0x232b15DA3718840fc41De4f892B0719700C5701d,644613000000000000000000
0xe1B399328526b5b0700fC8135614a8B0136108F8,643802000000000000000000
0xf631d658fbCb51Be265681526e623aDa2E6c3dC4,159547000000000000000000
0x86e62d437c9F6a5d1A69F2Ca07F27d296f9a3664,158872000000000000000000
0x834246e54aC9e45Ba85c58F21b114AA9c6916de7,317243000000000000000000
0xEc70995fD924D64642c76f068588b206eC73E796,311071000000000000000000
0xcedEe11540e409408885F3AE6c0fCD21c74FE7A5,621491000000000000000000
0x7be43a033562bB8BA906DfE146d185910186f45D,613413000000000000000000
0x16165F59AD1c93C76e0C3AfDAF1eBA7dDAaB2225,610448000000000000000000
0x108dc4A141BBD829566874732B5a4F6ab6A13793,610288000000000000000000
0xEfa34d8EA57845c54E2CD5337B3811604314d635,60969000000000000000000
0x4FfB89a61A6dB0586AFF308EFcfCe39207AEd2B2,601634000000000000000000
0x46783E47ba77781D1f29272Be9f1A6Daa14E4c1f,589095000000000000000000
0x2a0a7a70844877362e5Ad1E33d5045A2FDD6678f,883164000000000000000000
0xf08708E76123862601A45BDadf03F9F9f8118F18,587892000000000000000000
0xD0A51964D41d4d195992269DDB65d7b4d60F110a,293480000000000000000000
0xEa93FD785196e0ba1d3aace1361b541a546B6c60,585908000000000000000000
0x6f407FFB4EdbEd1f3ee8c033a87682de7d57d65E,584620000000000000000000
0x51b18A96d4fE50B86aA384920926059550928a54,581422000000000000000000
0x13fBf3378ef5EDd9A4B46C3401ED5B33634869B6,576816000000000000000000
0x7522359e865aAD91B6bb1E109b7Ae53a1A06966d,575773000000000000000000
0x1D607c0249f3Cbe7D1B9b9db1CB4739FCAe19752,564772000000000000000000
0x18bcf8BBA3a8Bd79fd35215B841a11cE2FE96728,56122000000000000000000
0xC22da62309851BeD3A834648730C278666B97c20,139938000000000000000000
0x9cF9088B5E201191D9242825732C730E3289b58e,558816000000000000000000
0x9c2F43858fbD946b5189803488F0d8e35A608d4F,558371000000000000000000
0xf490BbF82DE1fD0F49fb911E28b7f4A69aa5A9Bb,556296000000000000000000
0x858d319eE570736Ce3a0cA14A2618bA4953cf1Cf,276143000000000000000000
0x8DA9bbeD0Dd193009E2f90Ed1D9375308EF7ceeE,549390000000000000000000
0xc51b373DA4BA049c75CACFa239799c5d8485b4fD,548736000000000000000000
0xB8E91C83327Ee37c50E748EE7086Df53361d7811,271496000000000000000000
0x0Ed63aaAd9F9e4AeC77b06858E2cCb1AFadC2d34,541319000000000000000000
0x5aECB421BabC0f848D1c2076706F3c788dFCcEb1,538199000000000000000000
0xbc8eD39fB3bb12A042f79E251f116CaE597E9CFD,530295000000000000000000
0x333728dA99B72744B5922069C3B24344a8474218,793419000000000000000000
0x41CfD8ee3aCCED4B131FE713f0A7C321E23E339A,52534000000000000000000
0x5b9a0371b6bc81C99f19FABEA9f67A3d603aA25d,785739000000000000000000
0xd29b8eD438961E01ec071BdCB3126516A35C378a,522371000000000000000000
0xB87cAeF32816Ed94B2f4E12577A366465338b937,521297000000000000000000
0xeF10C960BaB808f904989954E3A841b160b7b8EC,519283000000000000000000
0xB8B26318887c747E86d7FF3E4281D9d6e5FEA7F6,518178000000000000000000
0xD50F701d8508116D414601AcEafFc05599F4b02f,513868000000000000000000
0xaCAd7a63374c85e0A7bb1cdEA0071ea49507766b,255425000000000000000000
0x9553675825FB31a6AE0458FA67faD298149135e9,510378000000000000000000
0xFeE26C0d15682085EB8BEa7E26C3d4347ff670F2,509174000000000000000000
0x09aD01e56F4699011E793c43D0D0f030B21Cc0E4,126676000000000000000000
0xf554373E56676d0bb1C3D242147bDe30E30DB70e,505875000000000000000000
0xC6201c28767cCF6C1F8A574F661d6AE7D2580087,505295000000000000000000
0xbEC64aCdd2Cb4AF3Ab82CA7165bB6889E89a861c,50070000000000000000000
0x639Bd77dD1bE0C6E9a71E23F434d0c891170169A,497134000000000000000000
0x42d51C7a68428959F883C34D1a2b96c88ed6c985,496156000000000000000000
0xcc16154e72c2484990CA54FEe8367B6536103535,492414000000000000000000
0xc4f1f09564FF072791f7bB4f3EF0e0C352dA4e71,490198000000000000000000
0x3E5d0b2Dd5fC09DE0B30FD068145b0cd41E77Bc2,484450000000000000000000
0x297964364a32D0aE0a7875Cc6F423505D3689Fb8,483345000000000000000000
0x97355f80C5aAF7C745233CE991c54c2F9B757A2A,481217000000000000000000
0x735aF2B11963c5d50B8546861f03C3BE6408a9b0,721245000000000000000000
0xAFFe15fC9aA45E56a0bf4e455071199A4D2e16fc,480298000000000000000000
0x008f38A71dD5E39f3EB4959411eBD724a4707818,718534000000000000000000
0x5dD5Af3aC256A3913017D3645a491C2eF935887e,471498000000000000000000
0x7F1b86b89bBa5c85B0AC160bc001A1514EC6a88D,462955000000000000000000
0x6ce410b10916db3E353483De9d3712D0B9dA1816,231264000000000000000000
0x162664FaeFa35e253d46c0B92aA0fd92f8DF452a,460897000000000000000000
0xb1eb242665907fad31F5104a81E798c448e2638B,453985000000000000000000
0xA7477F50Da673D3Bf57DCd9371a6922f6cc12cdB,226233000000000000000000
0xE93b7b5F80c75b6F42a09F38478A4805acF29E36,112492000000000000000000
0xc1fa56961e33755aA4DC4b930B1a23f45F56Ab22,449323000000000000000000
0x10437b1650f6b1133d3eba32fdc40ddf42e9d5ba,447598000000000000000000
0x97064A5a83e25718a339EfF488a7Dad2490d955D,446775000000000000000000
0xA39Ea59A2618EDF6C2594EE9887faCb90EaF12a2,667849000000000000000000
0x3157B225fAA3B5acA353528032789a3aa7280e72,443477000000000000000000
0xf9913aCc8BBD3C6933644A6610F3FB11914cEB8B,441905000000000000000000
0x75c806A271A1fF8548cDC3d3a7EfFEc16eBd1040,220831000000000000000000
0x8D063c01d5E10B5Ee1d93d734303F8012cFbb6A5,219079000000000000000000
0xacd625629D25CE8c06EF0dD86bd3021ae2494df5,435838000000000000000000
0x814a8d2a7c0f9a8faa6b288da3bb071624d808ba,424265000000000000000000
0x644fc8C05399B0f79d8930B01170E6F255F80d9b,422935000000000000000000
0x468121719d6bAcbCAd08A560a9820633Febd3aCb,211128000000000000000000
0xB7C46d1fD1a0e06Fd6D6b87d01F39701E778c3b8,210686000000000000000000
0x7190bF74246260ce8b26F05180a892762840004e,415906000000000000000000
0xbAf4E19342F72Cf2f0aF8E89117c10C1031086B1,82631000000000000000000
0x20ab2c35876037437266fa5b654bd973155d44aa,103257000000000000000000
0x4205C7075E26789CC97761a8121dEC64Eb70F648,409323000000000000000000
0x5020F14265FFBf49D96fdF11FBE829688882860E,409143000000000000000000
0x75FA08A37FB5275eB2272954d0A45569DECC2f3B,405444000000000000000000
0x1A858dB93fE0347b04d86C06870B7A04FA13299D,404734000000000000000000
0xaeC815c00c85450aDf5410235B60bC575d5fB352,402781000000000000000000
0x99606AbB7Ee8eD4B40fEc83cB23cFAeD8a43b085,401613000000000000000000
0xfCB50CF0dc9f069BB14f47488F4e441E46D8356a,39899000000000000000000
0x1F12ca990d63d45578305160aD76314e9686f9D9,397664000000000000000000
0x60665bD249bA71D1Cb75DA5B6ecBFDC3703b3950,388687000000000000000000
0xd0Df45EA1a9782711C5f88bec0bE27402060Cd8e,381981000000000000000000
0x640F230a0674B4E5226C1d644506c99bD3b8e3cA,380521000000000000000000
0x7A94342FC568E6E057C082765b81f4E3F16640D7,378368000000000000000000
0x9E0d4C70713C2Ebf8Db94c76ca72322A7eC7129f,378281000000000000000000
0x49320507CB394cacE869B4c22b4Fc5Da4566755f,376326000000000000000000
0xe9cCA6609D75a5A3C56274B336C42ea199E43ABe,373246000000000000000000
0x63EB8420471250c9Afb3f14570669180f79b156e,372588000000000000000000
0xe9F62f48c9EC558fd4DF426F9FC109603576482a,371130000000000000000000
0xEd3E0712a6C783280f17e2bF92B018EE6a5199f8,369575000000000000000000
0x0c9d91263c055181F601e7dD81BAa9127FEdD7e7,365329000000000000000000
0xde38c6964f840afeEB6D891cb4F6B132498579AE,91021000000000000000000
0xB30671B74B26522d2Cf1B4Ae039F340E264fc576,360311000000000000000000
0xD1DF673b662D789a7E6598A5efFd43AEDb9e2862,359857000000000000000000
0x4F235a7b0F124802ED4eAcE4961a65DB163bfFd2,35973000000000000000000
0x360D6E7dd5cEBbb761C77b50c280b40E5ae3D62A,357819000000000000000000
0x33cd35C808A8c0B379314C5E129c1331Ee4a2113,355651000000000000000000
0xC4Ea2b8980f26C353c9cBdc06c60F7E2318225e5,355402000000000000000000
0xE3211E89Cf620D845196b9dA216fE9AD9E38d932,88781000000000000000000
0x42bb0504ae7a43C5b987CbcFD13D0a10d30C8053,35291000000000000000000
0x6D4bc4292f90C833fA47CcB9120Fe759496C51a7,352774000000000000000000
0xFE8a2419F7EF4290976DFC6098FAB6310EC1a46a,87678000000000000000000
0xdaEc614906b5e6026Ff8C4Ee328243302b4C0071,350629000000000000000000
0x9470754Efb6C649237E487C0dBE4F27397eed85C,34816000000000000000000
0x9a9c57DcF6a40E08d0ff6fCc2C8E96A86d5A12dA,346956000000000000000000
0xd9B078117e8baCD60A63f6F77cf2B8aEF6f8B98B,432966000000000000000000
0x17026356a4E7f45D87137a7F00e7d6C1292F255e,518206000000000000000000
0xE9B4A4E9237541461b3CA4d058631fDd52FdE12c,343870000000000000000000
0x5a8194c77347129E1F6cD43dEC766619a4e24821,343257000000000000000000
0x5C3BE4c06580F53D2FE358B29A9876373CDe6b07,513020000000000000000000
0x55E1AdE3466EC45b3070d21E4Fdb7b0A3Ce0e531,340900000000000000000000
0x4a36a62FA66651239b37E3696a404A4e548c3C0F,339399000000000000000000
0xF39087FfDDdAB8d9ac178686C3b7Fa5a7A6cB835,339198000000000000000000
0x760e3511BC1b31fBA4B6D58d0e149482f6FEe143,337393000000000000000000
0x16B586d9dc4120b607509E55927AcAbBE0F54099,33681000000000000000000
0xb83C8F61ca3cDAbEA1fE1D3aC9Cc4F463b45d06d,335305000000000000000000
0x8dC3a1bD752C5528986901C5472693543A4BAd34,333587000000000000000000
0x338244c02744B65cFd568477c173ceFf4Eaaffd3,33231000000000000000000
0x906D1472884FbE7EF9639100Db9a6D4F7ba6f181,331227000000000000000000
0xC8510b905D69F0328af9E2730504E6EE650b2BB1,329289000000000000000000
0x9554235E3C8F71Caea01Fea8a54Ae2f5365d8feb,32907000000000000000000
0x378c47D9Cd0eDd07333381050033a7a65c9A4C98,327521000000000000000000
