owner,tlw,groupId
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x6CB543c345769c2A4F8b0B9F7009cF4A132854a7,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xF1d341558D48E7b462C36f762e4ca6B287ed5521,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xD5611Ff15D09E5af0EB87621f312282ED152F425,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x213E64Bd080cc3500b8E9e4365bd8EB891bc0c41,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x6C52072C6732BCaaBa5eA9e76F0660e709CB9a0e,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x677dDf651f81183b9c28218Ddd72F823a3032069,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xe5319BAFEA971eC93304A89a8B4625C81b2602A1,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x478c5476eb1bAaD1b42e04aE7fd09133bFb09A32,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xEF40850d33a920045D237d67DD7021121375224d,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xc1f338C64063B2d6a0c171803F13ebc567a6EF8D,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xABcaF2AE43738b45E60b0CfEe1b5fbfa416C34D5,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xEf5E08f12F34101051aE840b95eBb251800ce418,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x7C1D300dAf184725087b3dbdFEe0c820A4380b66,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x4aaCa54E5E3152737e99fF47C06f10E91386A3c6,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xcA9088fF6bA823fa3ec8958D9104bFB777d45C09,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x8Af4474b575108E790Ed36cAF76550C022Ead1b8,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x01309fD0fb97Ac92b691ec691c1378CC5663bDad,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x2834b998c7868C83cF62EbaDe30C56CC3E60b7b0,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xEc98cd00dB4da5917A4378FfE74B82B22aC77952,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xE0cb21Aa768d9E7490Fffa962712898Ef0E0E9fF,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x52252B8D09681ce3Abbd742Ac248724409050184,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xDfd0AE20A9aFA2FC497e9a1154e786ED1AA47486,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x34eD39eEF9e44Ec7f7612dE67227ca71196efd59,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x76338849487c09d06Adc8E35348411762A74Bea9,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xdac40EafBDc867A7759e4d05b02bbCEB6C01A603,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xCB56D2FFeCd7eee4a62188b7726eb95BF0E42B07,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x15160dCC6EE970A54EcB542b604dC5aa5adfcBF9,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x35661e48E18E7C5d2356CB69a2C855D1709fa8A4,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x19eA1C0343deF3686abf0c0DB30d5F2F674c14Ea,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3Dc4499CBC891bA3e24ba44515291938BbdF34D7,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3E70637a590B78d1178c9fbC7c205B83d3d43c2f,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x5EAA689cde15B132d1919b4ad4c498e13312933B,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x69EC1920622Cd29919b2f734a9a74886f8fcCCAB,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x253a2bFB8F3Dd98EA3d6c9BA3f57A20913A3B597,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x4d8e7Cd0aAa8F3caf4BeF6135288Ff9C073708a9,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xC1D7b2eED59574Ae33Fb35A43c4F206e784e5543,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x50BeEd2e3581F6EfD45Be81092A4D66aD9d8c1fF,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xd0F67Fb36c8e097A5A2016593a0c5960af8f9d9C,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xc488E911e68C8231d15A1903E832FD2b676EACE0,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x2C7AABE7677fB68F5de1F0f0FC8FcFb78ffb7e54,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x8018DcF7b07a916ddc31245C0F345d080F4FE1A2,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x28Ec2F16B21b9e06FF355F0336CFfE464c6527FC,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x1A4DD0fc0b351a305f89d58266b9bBE2503F6759,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x03Ef03a1DC35074af3af3330f353544D7153f81e,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x731aacfDCb5bA260782d2a5d6BB217D3F3E14953,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xE6ec464020294C904c5777C37C31DAf18e48AF3E,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x994F4E8F66Cf7712D7818d1A343f18b2FeFdfF9d,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xf75B1c67292733d1Fc032123F9eD0E7FaB4a5F67,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x199c5b0b7Daea38241a90D8f60Bd621E96429f69,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x7dA64C3d26510D7ad4a724364550A4C1BeFaeca6,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xeF59151546Efd62F0365C123B8b308DCE29917a8,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x25e2Dbad380bEF31E76b26700f3307f92Aa63fbE,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x0c7Da83450229737765D98Da3478b18b857AB6E0,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x1C7d8fF7A3302fEb972313994664125613f389cE,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x60EfBc364506C620232624C4aEE81946289851A3,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x096A95829Abb9b40f48e904CD450432ef206B612,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xA1EE34521f9CA60271fEc43c386a80b83DDC1c4d,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x4dA31453F145576Ad62Bf71974853e1C44936B0A,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x435CBb1f51A0dB8D9e6b4E646874D339Cd03d70b,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x94820Bb002cB22e6AD9C9c85Da25a31A27152b73,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xDE4bfa0aF8028E3C077de363A06b221aBC6727fF,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xE46eC9Cb85D66F74321df848e35841aAf010368c,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x1a102CAb722639aF4ff4451155545279490fF2Ae,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x41260bFC9660c7aa17d51D1D000fa1b9E3a5840F,1
