owner,tlw,groupId
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x75537828f2ce51be7289709686A69CbFDbB714F1,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xE451980132E65465d0a498c53f0b5227326Dd73F,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x5392A33F7F677f59e833FEBF4016cDDD88fF9E67,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xa783CDc72e34a174CCa57a6d9a74904d0Bec05A9,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xB30dAf0240261Be564Cea33260F01213c47AAa0D,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x61ef99673A65BeE0512b8d1eB1aA656866D24296,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xF45bcaDCc83dea176213Ae4E22f5aF918d08647b,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xeCaE6Cc78251a4F3B8d70c9BD4De1B3742338489,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x09fe532dFA5FfcaD188ce19A70BB7645ce31a1C8,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x53F3788A62b46B8a45484F928Ef182Fd2c149C2b,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x51f9613a79D56528622Bd31a5Fd4b88b78AE4F8A,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x9133c237A3f4Ce9F48A73Ea03e0448e10cd2f5C1,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xC366737A5E66127E2dD410aF9D341945a889eF2E,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xF5A81C89bCe2c711BC0a91B19BA4c31d9aeA0875,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xFD4727f95FC2Df074C427158f9244FeB4B6d3076,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x09Df20712491189de6607Fb27bB1DeE53ACB8555,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x84D6E95B602df56E3637210F5Dbcc6d23a20C467,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x57E1Fa3f9Bf8f4822A8590df964adFf6fd823c37,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xeD0eBCc3159B74b353F31743a3e75112B050d1B7,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xc4a43Ab416e3eEa727407607B1afbC1955e15788,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x27A0D478BABeb113179fFB3bFe329aBBaC64806c,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xa74b36aE6b475959E7b1f766583190e3298CE9D3,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xF05496A5D9df8a64c0b5AaB0B628e355a72A66a7,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x610C6886918DEc150a1727140414f8C0c646cF80,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x266cf1ae44A2Ef11305cB056724ed58d79aefB6D,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x99E8e6b2c39b9d5b5F8567b53D69cA7154Cb4B09,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x1ec4516806DFB8752F28c7e0ec97f0A19aB25E94,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xC7799fFD68a5A4A9f33cDAB325573E73f005C587,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x1BD94602B398717659ecB1FE2E0749E548C69302,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xccE9d1E247b0F1aC51962A5bf376aA676fa07661,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x808511C76D781507a0C79Aad53eAf92b47c25322,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xC6aF5F360d4ca749B4e0931290fac47a042E08D8,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x454675c325841EFddEF2704c13F0b5ACA960B947,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xF002E5376D5965779035038E7F2a91738f7bd522,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xBC6F5E556F90DBaCd247dfe7ff1688DA9D40d4a6,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xCeAb4Eaee687Bb34af797136999a239839274626,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xc4FAc83331E171ce8C00b3F74C3856f8Cc58fFbd,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xea50f1A4E432FfcfBA47E9AC37401D0C07CCC739,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x6Bc9a0cD10C8F69de903504EC2676e1B4a3aDA49,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x75C3f12c572eeCFaC6756BefB519d116cAE663a8,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xdE2A352850ea783e7F79376e03cFA76382Eb4609,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xcf6B70Cb7C8CfA97d9640AD292aE7BeE95a72148,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x6d0FFf08Cac7295074d623dAA7943868a230a94d,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xf7C00BfCEBBA1619E6e4872f3C8C2F8E7B3626f6,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x26A48e097A42E43CBF9d3f6065EDa1a2809d9Be8,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x365CFFbD1a1A3098606E89F9594100949f585FA0,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x094196a57f31a00Df9B477E0Ab4aC6Be58cE3eA7,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x1434Ecbcd5BF5bB292CD292fc94D9958DB63Ed16,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x91FE42D332946755E8C7Eb5c0124127c749081B2,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x29FD9122EC9CED808881a5A59038986066822539,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x26eF7aF636e9b6e48070046cc9919432cEf6a27F,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x024B64660cd700F136d22640F8eCC73D15d290Cd,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x6a13d4c973c8092264eFeAACd22fc9334F04c8C6,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xc4A2af02da0155C308ec8Eb775Eff4F0A85D0a83,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xA7A0d73CBE1C4A355131778f38e65410294D5B91,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xf0812240BDa5D9A1FBb9b2A78308Eb42226874E5,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xbd7d35837F12a556A80c5041Fb361703F03fb479,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x6584c088147D7306a6DA103696D1ddB71876Fb51,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x55371442c22eFE8DA8ae4a423C103aFc1382bA6a,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x5C95f62dF76675398D6B95211C97a55FfB5efc53,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xa1C033fb2037b592F3a222EFE876457b10349597,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x9d45Ec7C6e47674E00c3EFF1c14334C1DBe3F64b,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x2e672664124B07717C36cEa6092EF1E3daB524B9,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xc6Ae364d976ebaE77496Faf67dF4442a34aEa2d5,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x75C6f0F56c9EAD6DDA8eF2aDAde15DBE02bFd028,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x14597d950a2863D7548387B14A41638845e538eF,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x92fAa120ceC762e55eE547137b9e5208066ca40c,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x086F6B75e6091FD45D997B644645B36F0eE53949,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x846623B34f584c99A460DcE11412C2Fe6ba2bCff,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3ab5aab6B45c1F045b814D7EB87A66880d04185D,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x27655080E89EEeB688507ACC36DBeBDB6a51e066,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xAA1CaE1d49b084EeA506c00aa7D3A5c9CC29A582,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x7879bDBaf1Bc72c060D6e54bc15421700a976C35,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x5423Fbba169B18b65d222d8C368C21de4aAF639c,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x6B2DdE9133429d248e88b6f3C1e6f6b9b841307b,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x1B3f6d86280827aa9d3320cf56C816C54EdF80c1,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x393360336B77bDab15B6ff56eb093B9EC7a30b4a,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x541150811d478C2300FF690f1E4D77534560147f,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x5FEd276B13A06004ef9a491D47403ab7a85f0F97,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xA25d97eA15C6e55bff6D913b0d925B4ab09209CA,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x9a40c679c0F14dbaA349cF6cb830d5FB403BB602,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x2191D9d1a7074dDad306915F8Ae4800383EabE9a,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xfC428DF059a9ADB9bfB6A8dA22A61B0838c247f1,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x0AA0A23aF4D474682Fc9dCB7423242a210Edb9aC,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x26713e22DA2122D4F0C58535dc1a292F6e1a7ebA,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x4d33EEABfC4Fa4176ab9748b75A8BDE4Ae9A8fCd,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xA5AFE94F0Ef6b43D308cC122d25644CB2E461043,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xa81aF71A54C24B9Ac6a70ff7530bb583AA317599,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x23455E120C0203C414208a5dE5FB1C58806BE34E,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x11a3143cb6D99881326A5e0f2E68f70715AD99B7,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x26bA8884Bb898F91754A9fb839e44ce85A38A5cF,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x939a64D87FC1e256fb7Ad3a2cCE39e45d1e0e599,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xFa034a62D940632D799c321FEa57e9d317D671A2,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x828C7D1063bbA390e001f9532815eDF476d611F1,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x4962eE6780f51b0725c3FF98Abe2f577E503875D,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x2F5a237Cf198698aBfab2751778F0006C355B19A,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xF98ac7115033C363768Dc6b83f504705c027E44D,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xC090Ae3aCC0b09e122FB91eB123743030b3c52Af,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x5CaAafD3F009cCC936d965179Cbd9D521770baf1,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xD21606D7622451844089500eC9D9df4EE10Abb94,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xE9CBcFb10d16D66a1dD55559ab23Efb46547463b,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xe77e234B0eE4ca1a2FbfA8A7572a65b0Acb367F2,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x4aDc7d14A5E00ED512A14DC84F159B79C7d312e4,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x13557B5F38fF0995549FE7732baaC0D4D18ef7bc,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x91d37c99120A07B7Ac455E48cCC37903bbb417A8,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x05C8E7361ed70706D628b017C2Ea809eaa79c2B6,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x55668b6959a1f88eD1Ad85576EB12dd6D300dFc1,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x2F7714a897F8e7415902012c9360C7DE31Bdb185,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x4C0d3885CA50f591CE2dAd9f3bf049F061FF12Ee,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xE90d4F0876add0DCD7E4cc7542c060e3b7E6c851,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xD664AFE26cCC1532731A1225a0a2c9e4e9C973cC,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x09c0c0E53c7f3aaAd6679b785b26b421945A0c94,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x87347d4A2740a2D70FB3bef3355a4E2862468B90,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x834264D8736816dEA052D4abd60Bd241D36eD72a,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x36A17E20CbB6D30023dC9a9Da9846EC5Bc03c471,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xAF14B4Cdf73E36F129ca1D6EA4e80E70a6A6B334,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x017159b1e8ae646C92b6496B02Fc97696531A2b1,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x8d69B2bCbe3ecFC8a8b228BB2436b7469889A5af,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xeF1a21caE7dD46219c4E8137462063adBD41548B,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xb877a86a106bb57CE575f70744DAd0Ec0ebE834f,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xF619A79E300644Dd77818e50c9f9bc8d3e5A543F,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xA52CA8f7fabcc2DD90b2CAfDcdC936775970cfF2,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xFDBb977337b22a70eD0BfB8689E97cd22E46183d,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xC57dD0204C75BD341dC7a8b6f5507544a4802290,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x697047D60e9Bf57D0De7151869add2D79acb6fc1,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3849C32Ec1d183d7701c47282ffD28A4b95A01F5,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xf180bEa9baBdf4F60C93E708A1671CD8D8B7c0aa,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x62c53E51d749A67869e9EC1EA86fbF59660A2133,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x19AD66A2bFAe481fc64b7b8934Fc7cbA2541b749,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3814EE315829F51B2724D13b1e664CFCB020F512,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xDe951DB013d6Cbf413174b641FdC54b5eDFd85EA,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x740e9d5BC17208D6F998ea433187646aF34E489a,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xc5B973ee56B713870A41130dA84DC8e0304d21A1,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xdb137d8Cadd5F43A2A29d6b083d427fd3b2D73f0,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x451aa24a95EFe9341269222773bc0fd1EeaAA082,1
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0xE3220AEc0c5023e1F7b3d55721A36D9fF0D5066D,1
