owner,groupId,totalAmount
0xDa9AE7754dc8e37f8A6f9a6F87fD58AC9a3e2FC3,201,5200000.00000000
0xD134f9dc1472702539e03a4eB1b64AdE9d58eb84,201,5119160.00000000
0x47a4Db9D5D3Db6178193141874bd3581b19E92A3,201,6116955.00000000
0x682738d89F129C72e8cbcfCb103cf84a1C9d985f,201,5105691.00000000
0x1339525ae436d91d11f21D78852cE771cEa8E60c,201,5080000.00000000
0x2712cc686E5a0be051648c5bb9B990c8F8C07DB7,201,5080000.00000000
0x32772fe1ADeb7e3cD5DFBF1a00fA78deb6AF36D1,201,5047912.00000000
0x030094878050754C50c0E7661411fFF861fDB9B8,201,5000000.00000000
0x2fb8Ca2737eF0d98D271322FbCf9d866355bb6da,201,5000000.00000000
0xcb11682D5142562003BeAa5aC35bd60C02Be285F,201,4880000.00000000
0x2448C8d82B2b1029deD78d7cD984F23A6CA4CeE1,201,4863086.00000000
0x51A29977226B45A425EE267abFD992aF4BD7D523,201,4800000.00000000
0x28C21094Cb47EC242DFCbAA55d698Ce6Eb295571,201,4800000.00000000
0xC352cfA15A1E73874DAC981F8F7DB3401bD244df,201,4800000.00000000
0xFCfF095A45B8E8C41C9561f31DccDC61705fA4bd,201,4800000.00000000
0xA2722fc759C46f7b3E19B9830560A5f78fF6E737,201,4800000.00000000
0x74ba18DD29FA25F4558a15E72e6E95FD2DDFeB7b,201,4800000.00000000
0xaF5980BBef078eAE49d0fBb80efee6C39A0d9fe2,201,4800000.00000000
0x769d23e3B24c95D30772fa2C7Fb99594A8dE53D1,201,4800000.00000000
0xC6A235a253428975306985FD72b7F36Fbd481079,201,4800000.00000000
0x675Bc78a1AD8D096FA2a6343D434b975e0749eb5,201,4800000.00000000
0x055F389483f470CeeeD52aA31E66b7fE2b9594ec,201,474878.00000000
0xaDAdc0ed80DB78c1Aa52D21793803525ef0C26C4,201,4720000.00000000
0x9baE86dee8f2a7a8c5f513765035c483227B0795,201,4716880.00000000
0x1F9575A8e14A44cD0427A8A23877b07DeA67d610,201,4680000.00000000
0xD44d12aCCb9ef0278c8Db5996221bb8c2e0d0DF8,201,4641300.00000000
0xF1F95665E5f3e5794487Cf8450fE06d9B7484A59,201,4500000.00000000
0xC5ac86c766209EbD4201D5FFdd24b57EBaB9a5F2,201,5960707.00000000
0x9ef965202f451B03Bcf070F14BD94921Fb5b512c,201,4429588.00000000
0xe91b45FCE9fd7D08B48123D70f5feE2118Db3a39,201,4406005.00000000
0x6eE73196DC12B3EdE9c72EE92B04fa8FcF5A368a,201,9200000.00000000
0x6f884689368659F6EDf4242395e781B966e76789,201,4400000.00000000
0x1249249d607590811957F7821DA980B15B0Bfb07,201,4393520.00000000
0x6D9EAE66c1467A910f422f15d2239C067918E0E3,201,4364800.00000000
0x8C87d619e499E351b95491c1E3035d02dBEfCFf4,201,8141500.00000000
0x31ae527fB25d6490BF9Ba055171Ca519Ab9d4af6,201,4129284.00000000
0xE9A6765385E1cD6cFDdef2DB045986f7c55ee4B9,201,4098609.00000000
0x8351100D43a18b8C434428763935b3f854A7813e,201,4063066.00000000
0x5F291FbaD11bB3f238da593bFfd3B21F6CAC3C6d,201,4041967.00000000
0x7eFFbB3CcD0354Ac6bBDB8A3F87Ff48990ad0E68,201,4039200.00000000
0xA26C1aFfad3AbF8E5dA9f5F07FA1dF6b6605379f,201,4012700.00000000
0x73850248D38B325AFd09AB2BaD3df493E9e9e226,201,4004908.00000000
0xd9E6A7B4fE36077498A174f4beCcD957cb21Ed30,201,4000000.00000000
0x3351A09164E9e654471fCd8422B90594b0988096,201,4000000.00000000
0x202cA8DD93d195a939b6E03a27dF0cc1513b3627,201,4004400.00000000
0x65a57E9c8cE52f83311b02E11889a4D734d53d16,201,4000870.00000000
0xebd66DB3E4dEBe57E2043a0E20cd2c0D2f779409,201,4000040.00000000
0xA02BeDDc8D3E428644024a9241E51d7779f5cE1c,201,4000000.00000000
0x44e4c941458c91c38b49519731B4a7f146A118A9,201,400000.00000000
0x055F389483f470CeeeD52aA31E66b7fE2b9594ec,201,400000.00000000
0xBa6F2CB9a0c1614aa7adBf3a34bD51F1b65c62Ed,201,4000000.00000000
0x3Da7402Ec78e72923f2e0346F421Deec60418779,201,4000000.00000000
0x4f0Eca1aA3671c280A34c5e7a3DCb4623563B89E,201,4000000.00000000
0xaf7900dB3217eF111F830d78B293960B91D7f8FD,201,4000000.00000000
0xd110010961a47B883Baf8886C23370ffA8CE28D5,201,4000000.00000000
0x4d37683F22338d74C895Dba90727C7cc84665B3a,201,4000000.00000000
0x60527402ebe630ca77e0e16eb23159a8d5a8c186,201,7123500.00000000
0x4f0e98aB812d431a70b56228D993c57824d27f12,201,4000000.00000000
0x7E0BDa2Cffc21e9BDa688fe9130d203e7CB9bA94,201,4000000.00000000
0x3CFc7185675C081D617C6D08aa4E626002078F59,201,4000000.00000000
0x918B78849C1EA61dfB9812E89F7DFe8931Ee1b6c,201,4000000.00000000
0x1F62946F575faF15B26a05142f327854e5ED05ED,201,4000000.00000000
0xD244A1B3c2Cd91f6Cf5832ed2fcE6169d49F3924,201,4000000.00000000
0xD69acD8500Ec37BAb71b9b574c76D0603102f15F,201,4000000.00000000
0x80BF349B854aEc4E6D043CAA597F0fad00E9E68D,201,4000000.00000000
0x43CAcbe25c3A7Ab5c6C4153aafeeC92c032c00Ca,201,4000000.00000000
0x7F5e5694E33499f005cd122f9010aB7530e7b1c3,201,4000000.00000000
0x35FDA06F0d7dEc10D5917dd3A31E9437e62767AF,201,4000000.00000000
0x7e36d88bAEd2F34Bb62Bf98584cC50205c01B0c2,201,4000000.00000000
0x152E118BE22F6D693E49725CE488b2a8487Fb9fA,201,4000000.00000000
0x58cD119Dd2BDa94f762C6d255fda5a6596104B77,201,4000000.00000000
0xAC73E86353c4Df46f0C8F170b0f91931DB69abEE,201,4000000.00000000
0xDfa507183890349B20d0Ed4B55e25616DaFa6DB7,201,4000000.00000000
0xd83a30fDe0e2D09676bd1c44873eB7b896Ff1E34,201,4000000.00000000
0x81b4AFEa97B640bD88D38CB8A4977f10BA7Ef16b,201,4000000.00000000
0x4D88F3B9A044102cdc6688405CD354067289599a,201,4000000.00000000
0x8adA091EC1FFcc29c3F36E4C1Be9766a37886568,201,4000000.00000000
0xac8bC1E8dc2D2BcB322Ea5f82358D8fA06D61092,201,4000000.00000000
0xdfa84b93D4aF7643dEa499fCED4F84C3b1d55Fc1,201,4000000.00000000
0x2449AF4A2F6741fc43f3e993be7728d1dBE8B1A2,201,4000000.00000000
0x6225F09dB8F1c2F5F442c314DEa0a60d0809539b,201,4000000.00000000
0x5a168bD19bD18193B2d189067c0F7f95Ef29dcf3,201,4000000.00000000
0x055F389483f470CeeeD52aA31E66b7fE2b9594ec,201,4000000.00000000
0xf8F0901c6392CB12A32B095849bF302eA1941dac,201,4000000.00000000
0x66096BEbe1360fCD97DC4D23B204dFA0C3F70852,201,4000000.00000000
0xea60f283542717CCF22F40404928066A6F921E5e,201,4000000.00000000
0xAf8465d37fBbcDFd6D1a29791C953405D7b0B62b,201,4000000.00000000
0x762a2FF9FD74a38cf3c8457C324686E872F43B48,201,4000000.00000000
0x9ECcD5AeD859f254724f0Fdd21A2A68155e2f8ec,201,4000000.00000000
0xe4385C0A7c94D76e8059E45d7C7505247d75eE32,201,4000000.00000000
0xaE704e3Fd2d4E273e46E6E9794A2B9A18247DC9e,201,4000000.00000000
0x27D4184a9038458EbA3773632150f0cea3c52011,201,4000000.00000000
0x46cfD646408736d23f8Bb283e90bCA7d24c9A3b4,201,4000000.00000000
0xED86739bABFc5071dBD05db16eF0197708a89267,201,4000000.00000000
0x372975D8F7534dd23aE2b90C9d0D2b84a3A728c1,201,4000000.00000000
0xb22583b044640CC80b69621979817c81024A4097,201,4000000.00000000
0x2BD2Bcc9Ae7d2Dd03fFF87577205a72c1b5De9C6,201,4000000.00000000
0xE8265fffc52B1FF724b835Bc3ed4fb4980BD673c,201,4000000.00000000
0xB2E50f461D4840ce47e5237d3CBaBF14dB58A0a1,201,4000000.00000000
0xf153A80F265C390E16A37aA49e4D65E9B62C442c,201,4000000.00000000
0xF9a2153017aeC0314F5194c047cEe092d6ea7a35,201,4000000.00000000
0x1cD9e1d893899Bcb7aE530A4D190B32cF437567b,201,4000000.00000000
0x65E0002491a33053354760Aa721bD20cDb4db972,201,4000000.00000000
